Title,Year,Source title,Author Keywords,Index Keywords,Affiliations
predictors of cage subsidence after oblique lumbar interbody fusion,2025,Journal of Clinical Medicine,cage subsidence; Hounsfield unit; magnetic resonance imaging; osteoporosis; spinal fusion,,"Department of Orthopaedic Surgery, Korea University Ansan Hospital, Ansan, Gyeonggi-do, South Korea"
development of a lasso dynamic prediction system for interbody cage subsidence following olif surgery,2025,npj Digital Medicine,,Bone; Curve fitting; Logistic regression; Morphology; Risk assessment; Surgery; Dynamic prediction; Endplates; Fusion surgery; Least absolute shrinkage and selection operators; Lumbar interbody fusion; Operator dynamics; Prediction systems; Predictive models; Quantitative CT; Vertebral bone; Subsidence; antibiotic agent; neurotrophic factor; adult; aged; Article; bone density; bone quality; calibration; cohort analysis; computer assisted tomography; controlled study; diagnostic accuracy; diagnostic test accuracy study; discogenic pain; female; human; implant complication; infection; interbody cage subsidence; intervertebral disk; intervertebral disk degeneration; least absolute shrinkage and selection operator; logistic regression analysis; lumbar spinal stenosis; machine prediction model; major clinical study; male; morphology; nomogram; oblique lateral interbody fusion; predictive value; quantitative analysis; receiver operating characteristic; retrospective study; scoliosis; sensitivity and specificity; spondylolisthesis; validation process; vertebral height; volumetry,"Department of Orthopaedics, Southern Medical University, Guangzhou, Guangdong, China; The Third Affiliated Hospital, Southern Medical University, Guangzhou, Guangdong, China; Medical Imaging Center, Southern Medical University, Guangzhou, Guangdong, China; Department of Neurosurgery, Southern Medical University, Guangzhou, Guangdong, China; Department of Orthopaedics and Traumatology, Chinese University of Hong Kong, Hong Kong, Hong Kong; The University of Hong Kong Li Ka Shing Faculty of Medicine, Hong Kong, Hong Kong; Shenzhen Institutes of Advanced Technology, Shenzhen, Guangdong, China"
the relationship between the anatomical location of the left lumbar segmental artery and the course of the contralateral (right) segmental artery in oblique lumbar interbody fusion (olif): a cadaveric analysis,2025,Journal of Orthopaedic Surgery and Research,Lateral lumbar interbody fusion (LLIF); Lumbar segmental artery; Minimally invasive spine surgery; Oblique lumbar interbody fusion (OLIF); Vascular complication,adverse event; aged; artery; cadaver; female; human; lumbar vertebra; male; middle aged; procedures; spine fusion; surgery; vascularization; Aged; Arteries; Cadaver; Female; Humans; Lumbar Vertebrae; Male; Middle Aged; Spinal Fusion,"Department of Orthopaedics, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand; Center of Excellence in Biomechanics and Innovative Spine Surgery, Chulalongkorn University, Bangkok, Thailand; Department of Orthopaedics, Vajira Hospital, Bangkok, Thailand"
can we predict post-surgical improvement in functional stooping in lumbar spinal stenosis? insights from oblique lumbar interbody fusion outcomes and radiologic predictors,2025,BMC Musculoskeletal Disorders,Functional stooping; Lumbar spinal stenosis; Oblique lumbar interbody fusion; Sagittal imbalance; Short-level fusion,"aged; Article; backache; body mass; C7 sagittal vertical axis; controlled study; discectomy; electronic medical record; female; fluoroscopy; human; leg pain; lordosis; lumbar lordosis angle; lumbar spinal stenosis; major clinical study; male; neurologic disease; neurological deficit; nuclear magnetic resonance imaging; oblique lateral interbody fusion; Oswestry Disability Index; pelvic incidence; predictive value; retrospective study; sacral slope; sagittal vertical axis; spondylolisthesis; T1 weighted imaging; T2 weighted imaging; thoracic kyphosis angle; vertebra; visual analog scale; body equilibrium; diagnostic imaging; lumbar vertebra; middle aged; pathophysiology; physiology; procedures; spine fusion; standing; surgery; treatment outcome; vertebral canal stenosis; very elderly; Aged; Aged, 80 and over; Female; Humans; Lordosis; Lumbar Vertebrae; Male; Middle Aged; Postural Balance; Retrospective Studies; Spinal Fusion; Spinal Stenosis; Standing Position; Treatment Outcome","Department of Orthopaedic Surgery, Samsung Medical Center, Sungkyunkwan university, Seoul, South Korea; Department of Orthopaedic Surgery, Seoul National University College of Medicine, Seoul, South Korea; Department of Orthopaedic Surgery, Seoul National University Hospital, Seoul, South Korea"
an optimal disc height changes for successful indirect decompression with olif,2025,Scientific Reports,,"adult; aged; decompression surgery; diagnostic imaging; female; human; intervertebral disk; lumbar vertebra; male; middle aged; pathology; procedures; retrospective study; spine fusion; surgery; treatment outcome; vertebral canal stenosis; Adult; Aged; Decompression, Surgical; Female; Humans; Intervertebral Disc; Lumbar Vertebrae; Male; Middle Aged; Retrospective Studies; Spinal Fusion; Spinal Stenosis; Treatment Outcome","Department of Orthopaedic Surgery, Korea University Ansan Hospital, Ansan, Gyeonggi-do, South Korea; Department of Orthopaedic Surgery, Hanyang University Guri Hospital, Guri, Gyeonggi-do, South Korea"
predictive value of hounsfield units and vertebral bone quality on cage subsidence in oblique lateral interbody fusion with bilateral posterior fixation,2025,Journal of Orthopaedic Surgery and Research,Cage subsidence (CS); Hounsfield unit (HU) value; Predictive value; Spinal degenerative disease; Vertebral bone quality (VBQ) score,adult; adverse event; aged; bone density; devices; diagnostic imaging; epidemiology; etiology; female; human; lumbar vertebra; male; middle aged; pedicle screw; postoperative complication; predictive value; procedures; retrospective study; spine fusion; surgery; Adult; Aged; Bone Density; Female; Humans; Lumbar Vertebrae; Male; Middle Aged; Pedicle Screws; Postoperative Complications; Predictive Value of Tests; Retrospective Studies; Spinal Fusion,"Department of Orthopaedics, The Second Xiangya Hospital of Central South University, Changsha, Hunan, China; Department of Cardiology, The Second Xiangya Hospital of Central South University, Changsha, Hunan, China; Department of Spine Surgery, The Second Xiangya Hospital of Central South University, Changsha, Hunan, China; Department of Spine Surgery, The First People's Hospital of Guiyang, Guiyang City, China; Department of Endocrinology, The Second Xiangya Hospital of Central South University, Changsha, Hunan, China; Department of Orthopaedics, Xinjiang Medical University, Urumqi, Xinjiang, China; Department of Orthopaedics, Xinjiang Medical University, Urumqi, Xinjiang, China"
preoperative ct attenuation value classification assesses cage subsidence risk in 112 olif surgery cases,2025,Scientific Reports,Bone mineral density; Cage subsidence; Computed tomography Attenuation values; Oblique lumbar interbody fusion; Surgical complication,"adverse event; aged; bone density; diagnostic imaging; female; human; lumbar vertebra; male; middle aged; procedures; retrospective study; spine fusion; surgery; x-ray computed tomography; Aged; Bone Density; Female; Humans; Lumbar Vertebrae; Male; Middle Aged; Retrospective Studies; Spinal Fusion; Tomography, X-Ray Computed","Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China; Department of Orthopaedic Surgery, Nanjing University of Chinese Medicine, Nanjing, Jiangsu, China; Department of Medicine, Dalian University of Technology, Dalian, Liaoning, China; Department of Spinal Surgery, Guangzhou Medical University, Guangzhou, Guangdong, China; Guangzhou Medical University, Guangzhou, Guangdong, China; Department of Spinal Surgery, Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China"
a cadaveric study showing the olif corridor dimensions after retraction of the abdominal great arteries and psoas major,2025,Clinical Anatomy,abdominal great arteries; anatomy; aorta; cadaver; corridor; lumbar vertebrae; oblique lumbar interbody fusion (OLIF); psoas major; spinal fusion,"abdominal aorta; abdominal great artery retraction; anatomical landmark; Article; cadaver; common iliac artery; human; medical procedures; oblique lateral interbody fusion; oblique lateral interbody fusion corridor dimension; psoas major muscle retraction; risk reduction; surgical anatomy; aged; female; iliac artery; lumbar vertebra; male; middle aged; procedures; psoas muscle; spine fusion; surgery; very elderly; Aged; Aged, 80 and over; Aorta, Abdominal; Cadaver; Female; Humans; Iliac Artery; Lumbar Vertebrae; Male; Middle Aged; Psoas Muscles; Spinal Fusion","Department of Orthopaedics, First People's Hospital of Foshan, Foshan, Guangdong, China; Department of Spinal Surgery, Peking University Shenzhen Hospital, Shenzhen, Guangdong, China; Department of Orthopaedics, Zhujiang Hospital, Southern Medical University, Guangzhou, Guangdong, China"
ibero-latin american consensus on oblique lumbar interbody fusion (l2-l5): a modified delphi study,2025,World Neurosurgery,Ante-psoas fusion; Delphi consensus; Ibero-LatAm; OLIF 25,Article; consensus; decompression; Delphi study; human; intramedullary nailing; intraoperative period; nuclear magnetic resonance imaging; oblique lateral interbody fusion; postoperative care; preoperative evaluation; retroperitoneal approach; South and Central America; spondylolisthesis; stenosis; surgeon; technology; diagnostic imaging; lumbar vertebra; procedures; Spain; spine fusion; surgery; Consensus; Delphi Technique; Humans; Latin America; Lumbar Vertebrae; Spinal Fusion,"Department of Neurosurgery, Hospital Italiano de Buenos Aires, Buenos Aires, Argentina; INTO, Rio de Janeiro, RJ, Brazil; Department of Orthopaedics, Hospital Dr. Humberto Notti, Guaymallen, Mendoza, Argentina; Department of Neurosurgery, Hospital Angeles del Pedregal, Mexico, DF, Mexico; Department of Neurosurgery, São Francisco Hospital - Santa Casa de Porto Alegre, Porto Alegre, RS, Brazil; Department of Orthopaedics, Clinica Alemana, Santiago, Chile; Department of Neurosurgery, Hospital Central Universitario, Chihuahua, CHH, Mexico; Department of Neurosurgery, Universidade da Coruña, A Coruna, A Coruña, Spain; Department of Orthopaedics, Hospital de Manises, Manises, Valencia, Spain; Hospital Cima, San José, Costa Rica; Spine Unit, Instituto Orizonti, Belo Horizonte, MG, Brazil; Department of Orthopaedics, Hospital Dr. R.A. Calderón Guardia, San José, Costa Rica, Costa Rica; Department of Neurosurgery, Hospital Federico Lleras Acosta, Ibague, Colombia; Department of Neurosurgery, Clínica Porto Azul, Barranquilla, Colombia; Department of Neurosurgery, Clínica Los Rosales, Pereira, Risaralda, Colombia; Department of Neurosurgery, Caja de Seguro Social, Panama City, Panama; Doctors Center Hospital, San Juan, San Juan, Puerto Rico; Medtronic Latam Medical Science, Santiago, RM, Chile"
radiological outcomes of static and expandable cage placement in minimally invasive oblique lumbar interbody fusion: a retrospective study,2025,Asian Spine Journal,Intervertebral disk degeneration; Lumbar disc disease; Lumbar spine; Spondylolisthesis,,"UC San Diego School of Medicine, La Jolla, CA, United States; Department of Neurological Surgery, University of California, San Diego, La Jolla, CA, United States"
