Title,Year,Source title,Author Keywords,Index Keywords,Affiliations
prediction of angle loss after l4/5 oblique lumbar interbody fusion: development of a risk stratification model,2025,Journal of Korean Neurosurgical Society,Lordosis; Lumbar region; Minimally invasive surgical procedures; Oblique lumbar interbody fusion; Risk assessment; Spinal fusion,romosozumab; anterior posterior axis; Article; female; human; incidence; lordosis; major clinical study; male; oblique lateral interbody fusion; osteopenia; osteoporosis; postoperative period; prediction; radiographic parameter; retrospective study; spine fusion; vertebral canal stenosis,"Department of Neurosurgery, Pusan National University Yangsan Hospital, Yangsan, Gyeongsangnam-do, South Korea; Department of Neurosurgery, Medical School of Pusan National University, Yangsan, Gyeongsangnam-do, South Korea"
predictive value of mri- based vertebral bone and endplate bone quality assessments for screw loosening and cage subsidence in degenerative thoracolumbar spine surgery: a systematic review and meta- analysis,2025,International Journal of Spine Surgery,cage subsidence; endplate bone quality; postoperative complication; screw loosening; thoracolumbar spine; vertebral bone quality,polyetheretherketone; adult; Article; bone density; bone quality; cage subsidence; China; clinical outcome; Cochrane Library; computer assisted tomography; data extraction; diagnostic accuracy; diagnostic value; dual energy X ray absorptiometry; Egypt; eligibility criteria; endplate bone quality score; female; human; incidence; information retrieval; intervertebral disk degeneration; lumbar interbody fusion; male; Medline; meta analysis; nuclear magnetic resonance imaging; oblique lateral interbody fusion; patient selection; posterior lumbar interbody fusion; postoperative complication; predictive value; preoperative evaluation; Quality Assessment of Diagnostic Accuracy Studies; quality control; receiver operating characteristic; retrospective study; risk assessment; risk factor; Scopus; scoring system; screw loosening; sensitivity analysis; standalone lateral lumbar interbody fusion; systematic review; T1 weighted imaging; Taiwan; thoracolumbar degeneration; United States; vertebral bone quality score; Web of Science; Youden index,"Department of Neurosurgery, King Faisal University, Al-Ahsa, Ash Sharqiyah, Saudi Arabia; College of Medicine, Imam Mohammad Ibn Saud Islamic University, Riyadh, Riyad, Saudi Arabia; College of Medicine, Taibah University, Medina, Al Madinah al Munawwarah, Saudi Arabia; Department of Neuroscience, King Faisal Specialist Hospital & Research Centre, Riyadh, Riyad, Saudi Arabia; Department of Neurosurgery, Hospital Lusíadas Porto, Porto, Porto, Portugal; Department of Neurosurgery, Banner - University Medical Center Tucson, Tucson, AZ, United States; Department of Neurosurgery, Imam Abdulrahman Bin Faisal University, Dammam, Ash Sharqiyah, Saudi Arabia"
assessment of injury incidence and radiological outcomes in olif l5/s1: iliac bifurcation versus prepsoas approach,2025,Korean Journal of Neurotrauma,Iliac vein; Lumbosacral region; Retroperitoneal space; Spinal fusion,aged; anterior lumbar interbody fusion; Article; backache; blood vessel injury; clinical outcome; female; human; iliac bone; iliac crest; iliac vein; impaired fracture healing; incidence; intermethod comparison; leg pain; lumbosacral region; major clinical study; male; nerve ending; nerve root injury; oblique lateral interbody fusion; Oswestry Disability Index; radiological parameters; retrospective study; surgical approach; surgical technique; visual analog scale,"Department of Neurosurgery, Good Samsun Hospital, Busan, Busan, South Korea; Department of Neurosurgery, Dong-A University, College of Medicine, Busan, Pusan, South Korea"
"l2/3, l3/4 and l4/5 oblique lumbar interbody fusion/anterior to psoas: anatomical and technical considerations",2025,Seminars in Spine Surgery,,adenosine triphosphate; bisoprolol fumarate; aging; arthropathy; clinical practice guideline; human; lumbar interbody fusion; neoplastic cell transformation; oblique lateral interbody fusion; reoperation; review; surgery; surgical technique; zygapophyseal joint,"Brain and Spine Surgery, Bella Vista, Sydney, Australia; UNSW Sydney, Sydney, NSW, Australia; Department of Neurosurgery, Macquarie University Hospital, Sydney, NSW, Australia; Prince of Wales Private Hospital, Sydney, NSW, Australia; Department of Neurosurgery, Norwest Private Hospital, Bella Vista, NSW, Australia"
novel instruments for full endoscopic trans-kambin triangle lumbar interbody fusion with reverse oblique lateral cage insertion: a case report and technical note,2025,International Journal of Spine Surgery,degenerative spinal disease; endoscopic fusion surgery; full-endoscopic-KLIF; novel spine technique; reverse oblique lateral interbody fusion,aged; anatomical location; anterolisthesis; Article; biomechanics; bone density; bone erosion; case report; clinical article; coccygeal vertebra; computer assisted tomography; decompression; discectomy; dual energy X ray absorptiometry; endoscopic surgery; female; fluoroscopy; follow up; full endoscopic trans kambin triangle lumbar interbody fusion; general anesthesia; human; hypertrophy; incision; leg muscle; ligamentum flavum; lower limb; lumbar disk degeneration; lumbar interbody fusion; lumbar spine; muscle strength; nerve ending; nerve root; nuclear magnetic resonance imaging; oblique lateral interbody fusion; physical examination; posterior lumbar interbody fusion; postoperative period; spine surgery; spondylolisthesis; stenosis; surgical wound; treatment outcome; vertebral canal; zygapophyseal joint,"Department of Surgery, National Cheng Kung University Hospital, Tainan, Taiwan; Department of Biomedical Engineering, National Cheng Kung University, Tainan, Taiwan; Department of Orthopaedics, Sin-Lau Christian Hospital Taiwan, Tainan, Taiwan"
"intraoperative facet joint block reduces pain after oblique lumbar interbody fusion: a double-blinded, randomized, placebo-controlled clinical trial",2025,Journal of Bone and Joint Surgery,,"anesthetic agent; bupivacaine; C reactive protein; fentanyl; lidocaine; placebo; steroid; triamcinolone; local anesthetic agent; adult; analgesia; Article; body mass; clinical outcome; controlled study; diabetes mellitus; digital radiography; double blind procedure; facet joint block; facetectomy; female; fluoroscopy; follow up; human; hypertension; leg pain; low back pain; male; middle aged; nausea and vomiting; nerve block; nuclear magnetic resonance imaging; numeric rating scale; oblique lateral interbody fusion; operation duration; osteopenia; osteoporosis; Oswestry Disability Index; outcome assessment; pain intensity; patient controlled analgesia; patient satisfaction; postoperative care; postoperative pain; postoperative period; randomized controlled trial; spondylolisthesis; visual analog scale; adverse event; aged; drug therapy; etiology; intraarticular drug administration; lumbar vertebra; pain measurement; peroperative care; prevention and control; procedures; spine fusion; surgery; treatment outcome; zygapophyseal joint; Aged; Anesthetics, Local; Bupivacaine; Double-Blind Method; Female; Humans; Injections, Intra-Articular; Intraoperative Care; Lumbar Vertebrae; Male; Middle Aged; Nerve Block; Pain Measurement; Pain, Postoperative; Spinal Fusion; Treatment Outcome; Triamcinolone; Zygapophyseal Joint","Department of Neurosurgery, Ajou University School of Medicine, Suwon, Gyeonggi-do, South Korea; Department of Neurosurgery, Yonsei University College of Medicine, Seoul, South Korea; Department of Neurosurgery, Hu Hospital, Busan, Busan, South Korea; Department of Rehabilitation Medicine, Daegu Fatima Hospital, Daegu, Daegu, South Korea; Department of Neurosurgery, Kyungpook National University Hospital (KNUH), Daegu, South Korea; McGovern Medical School, Houston, TX, United States; Department of Neurosurgery, Seoul National University College of Medicine, Seoul, South Korea; Department of Neurosurgery, Bokwang Hospital, Daegu, Daegu, South Korea"
relationship of the iliac crest height with subsidence after oblique lateral interbody fusion at l4–5: a quantitative and categorical analysis,2024,Journal of Clinical Medicine,cage obliquity; iliac crest height; lumbar spine; oblique lateral interbody fusion; OLIF; spinal surgery; subsidence,aged; Article; backache; clinical outcome; cohort analysis; computer assisted tomography; controlled study; female; follow up; human; iliac crest; leg pain; lumbar spine; major clinical study; male; nerve ending; oblique lateral interbody fusion; patient-reported outcome; quantitative analysis; radiological parameters; retrospective study; visual analog scale,"Department of Orthopaedic Surgery, Korea University Anam Hospital, Seoul, South Korea; Korea University College of Medicine, Seoul, South Korea"
oblique lumbar interbody fusion combined with anterolateral screw fixation and stress endplate augmentation for treating degenerative lumbar spondylolisthesis with osteoporosis,2024,European Spine Journal,Anterolateral screw fixation; Cage subsidence; Degenerative lumbar spondylolisthesis; Oblique lumbar interbody fusion; Osteoporosis; Stress endplate augmentation,aged; anterolateral screw fixation; Article; body mass; bone density; case control study; clinical article; clinical outcome; controlled study; degenerative lumbar spondylolisthesis; female; follow up; human; intermethod comparison; leg pain; lordosis; low back pain; male; nerve ending; oblique lateral interbody fusion; osteoporosis; Oswestry Disability Index; posterior lumbar interbody fusion; retrospective study; spondylolisthesis; stress endplate augmentation; surgical technique; visual analog scale; bone screw; complication; diagnostic imaging; lumbar vertebra; middle aged; procedures; spine fusion; surgery; treatment outcome; Aged; Bone Screws; Female; Humans; Lumbar Vertebrae; Male; Middle Aged; Osteoporosis; Spinal Fusion; Spondylolisthesis; Treatment Outcome,"Department of Orthopedic Surgery and Orthopedic Research Institute, West China School of Medicine/West China Hospital of Sichuan University, Chengdu, Sichuan, China; Department of Spine Surgery, People's Hospital of Guangxi Zhuang Autonomous Region, Nanjing, Jiangsu, China"
a novel surgical approach using the “lateral corridor” for minimally invasive oblique lumbar interbody fusion at l5-s1: a clinical series and technical note,2024,European Spine Journal,Complication; Lateral corridor; Oblique lumbar interbody fusion; Surgical approach; Vascular injury,polyetheretherketone; adult; aged; Article; blood vessel injury; case study; clinical article; conservative treatment; controlled study; female; human; iliac vein; intervertebral disk; intervertebral disk degeneration; male; middle aged; minimally invasive surgery; nuclear magnetic resonance imaging; oblique lateral interbody fusion; peritoneal disease; prospective study; scoliosis; surgical approach; tissue adhesion; vascular access; vein ligation; vertebral canal stenosis; lumbar vertebra; procedures; sacrum; spine fusion; surgery; Adult; Aged; Female; Humans; Lumbar Vertebrae; Male; Middle Aged; Minimally Invasive Surgical Procedures; Sacrum; Spinal Fusion,"Department of Orthopaedic Surgery, Soonchunhyang University, Asan, Chungcheongnam-do, South Korea; Department of Orthopaedic Surgery, Soonchunhyang University, Asan, Chungcheongnam-do, South Korea; Department of Orthopaedic Surgery, Soonchunhyang University, Asan, Chungcheongnam-do, South Korea"
"oblique lateral interbody fusion at l5-s1: feasibility, surgical approach window, incision line, and influencing factors",2024,European Spine Journal,Approach window; Incision line; L5-S1; Oblique lateral interbody fusion; Safe corridor,"adult; aged; article; clinical article; complication; computer assisted tomography; diagnosis; female; human; iliac bone; incision; male; middle aged; oblique lateral interbody fusion; skin surface; surgery; surgical approach; diagnostic imaging; feasibility study; lumbar vertebra; procedures; sacrum; spine fusion; x-ray computed tomography; Adult; Aged; Feasibility Studies; Female; Humans; Lumbar Vertebrae; Male; Middle Aged; Sacrum; Spinal Fusion; Tomography, X-Ray Computed","Department of Orthopaedic Surgery, Loma Linda University Health, Loma Linda, CA, United States; Loma Linda University School of Medicine, Loma Linda, CA, United States; Twin Cities Spine Center, Minneapolis, MN, United States; University of California, Riverside, Riverside, CA, United States; Department of Radiology, Loma Linda University Health, Loma Linda, CA, United States; Division of Orthopaedic Surgery, VA Medical Center, North Chicago, United States"
